iter	RMSE
179	1027.576691
180	1027.212498
181	1027.009313
182	1026.65176
183	1026.147794
184	1025.853159
185	1025.483562
186	1024.976795
187	1024.564902
188	1024.217195
189	1023.843695
190	1023.422886
191	1022.962014
192	1022.65669
193	1022.14138
194	1021.683229
195	1021.467328
196	1021.151717
197	1020.793735
198	1020.459393
199	1020.100278
200	1019.706323
201	1019.245027
202	1018.850218
203	1018.454142
204	1017.912247
205	1017.462696
206	1017.023876
207	1016.771619
208	1016.563246
209	1016.241299
210	1015.946719
211	1015.749282
212	1015.36497
213	1015.062396
214	1014.851521
215	1014.653679
216	1014.3827
217	1014.190663
218	1013.790607
219	1013.468877
220	1013.185614
221	1012.860008
222	1012.532575
223	1012.243895
224	1011.861011
225	1011.548557
226	1010.864692
227	1010.521658
228	1010.265392
229	1009.938021
230	1009.600743
231	1009.324723
232	1008.935929
233	1008.34151
234	1007.93169
235	1007.561599
236	1007.085894
237	1006.533703
238	1006.079659
239	1005.616126
240	1005.321962
241	1004.931057
242	1004.359479
243	1004.098023
244	1003.909879
245	1003.383433
246	1003.149945
247	1002.841326
248	1002.571735
249	1001.999687
250	1001.734737
251	1001.515765
252	1001.213941
253	1000.935058
254	1000.754002
255	1000.364622
256	999.8646195
257	999.4150542
258	999.2367679
259	998.7355685
260	998.1578672
261	997.8523929
262	997.5870324
263	997.3215141
264	996.9697108
265	996.3498167
266	995.9687128
267	995.5696253
268	995.2164679
269	994.9343938
270	994.3963992
271	994.1553483
272	993.4381525
273	992.9836445
274	992.7521731
275	992.4953761
276	992.1159428
277	991.74035
278	991.4108512
279	990.7599134
280	990.623552
281	990.4997052
282	990.085763
283	989.8758232
284	989.4436219
285	989.1926999
286	988.9498346
287	988.7238424
288	988.1347165
289	987.7448348
290	987.5038503
291	987.2561928
292	986.7441094
293	986.5832138
294	986.3976516
295	986.0995856
296	985.7320855
297	985.4117435
298	985.0295167
299	984.7212239
300	984.5293403
301	984.0173323
302	983.5042728
303	983.2510082
304	982.8950081
305	982.5988841
306	982.3928303
307	982.18811
308	981.7527129
309	981.5944966
310	981.3148035
311	980.935883
312	980.5337354
313	980.2380122
314	979.9272532
315	979.5710466
316	979.2335838
317	979.0635035
318	978.7496447
319	978.0468916
320	977.737176
321	977.4137211
322	976.8648805
323	976.6492601
324	976.4375068
325	976.1225662
326	975.7947907
327	975.5752206
328	975.4062553
329	974.9412223
330	974.7967525
331	974.5626013
332	974.4178699
333	974.0748078
334	973.6574556
335	973.3217825
336	973.1319091
337	972.9199825
338	972.6563256
339	972.3302656
340	971.8891786
341	971.7126496
342	971.3603041
343	971.1816541
344	970.9624932
345	970.6962807
346	970.1296412
347	969.6462126
348	969.3978386
349	969.2162448
350	968.7879231
351	968.3752677
352	967.8169268
353	967.6432267
354	967.4178767
355	967.2767493
356	966.9711556
357	966.4747917
358	966.1922434
359	965.7836985
360	965.4140742
361	964.961366
362	964.5431652
363	964.2233467
364	963.986483
365	963.7387866
366	963.4791687
367	963.0573208
368	962.6388953
369	962.18305
370	961.6614354
371	961.3644018
372	961.1769197
373	960.8185105
374	960.5446357
375	960.3421374
376	959.9494144
377	959.7767476
378	959.6222736
379	959.228299
380	959.0228699
381	958.8496484
382	958.5303028
383	958.352699
384	958.1721992
385	957.9070727
386	957.5945811
387	957.3842403
388	957.2369686
389	957.0113621
390	956.6515825
391	956.48603
392	956.2253103
393	955.5429184
394	955.2532544
395	954.965601
396	954.7209611
397	954.5365639
398	954.1526675
399	953.9396886
400	953.6805724
401	953.5462636
402	953.3581719
403	952.8083902
404	952.6596097
405	952.1020522
406	951.7522649
407	951.4157019
408	951.1551349
409	950.7972863
410	950.3583379
411	950.13623
412	949.8030536
413	949.3753656
414	949.1480904
415	948.6397016
416	948.3611782
417	948.2029383
418	947.8920022
419	947.6001588
420	947.3741022
421	946.9070273
422	946.4601076
423	946.1642163
424	945.9511742
425	945.7653948
426	945.423426
427	945.1209187
428	944.8025389
429	944.4861653
430	944.0434022
431	943.6250712
432	943.4866209
433	943.3106062
434	942.8856965
435	942.7378442
436	942.4768691
437	942.2216918
438	941.9933387
439	941.7783022
440	941.5273977
441	941.2638151
442	941.0291811
443	940.7617421
444	940.2352301
445	940.0573078
446	939.75152
447	939.6176104
448	939.3311441
449	939.1025874
450	938.6334213
451	938.3870604
452	938.1773272
453	937.8492983
454	937.7493504
455	937.5309128
456	937.1172572
457	936.821557
458	936.5625446
459	936.2331942
460	935.8503574
461	935.443553
462	935.1825589
463	934.6954255
464	934.5021246
465	934.0598279
466	933.8726832
467	933.6393578
468	933.4534581
469	933.1304254
470	932.80479
471	932.5728859
472	932.3996442
473	932.2078633
474	931.9022089
475	931.6689774
476	931.5776676
477	931.4457002
478	930.9764261
479	930.8573481
480	930.5155794
481	930.2893074
482	930.0682436
483	929.7021352
484	929.2157461
485	929.0216066
486	928.84805
487	928.4840966
488	928.2080042
489	927.8622327
490	927.5995169
491	927.1019691
492	926.8819125
493	926.692707
494	926.5175232
495	926.2115436
496	925.9230396
497	925.629994
498	925.3259048
499	925.0196589
500	924.7392602
501	924.4105309
502	924.1907799
503	923.8740649
504	923.6633149
505	923.4022479
506	923.1426633
507	922.9710551
508	922.7387758
509	922.5340515
510	922.2429512
511	922.005837
512	921.7569401
513	921.5032839
514	921.106677
515	920.8727234
516	920.5456943
517	920.2681508
518	920.0351923
519	919.7607641
520	919.5245754
521	919.3003385
522	919.1093536
523	918.8200004
524	918.6168755
525	918.4714787
526	918.2660009
527	917.873672
528	917.7223745
529	917.5381045
530	917.2948693
531	917.0877204
532	916.8644798
533	916.6469504
534	916.3935046
535	916.2580671
536	916.0054216
537	915.6694787
538	915.4278348
539	915.173265
540	914.9699759
541	914.7816889
542	914.5369977
543	914.3594936
544	914.0941252
545	913.8632677
546	913.6541054
547	913.4149295
548	913.1825138
549	913.0067614
550	912.8842357
551	912.7017474
552	912.4264544
553	912.1054895
554	911.9181753
555	911.5804549
556	911.2911194
557	911.1099273
558	910.89283
559	910.6281096
560	910.2334909
561	909.9934396
562	909.7425002
563	909.5900051
564	909.2958762
565	909.1125309
566	908.9459038
567	908.5349555
568	908.2842813
569	907.8759825
570	907.7034535
571	907.493719
572	907.250792
573	906.8794603
574	906.6268827
575	906.1807901
576	905.9328734
577	905.7858453
578	905.4471716
579	905.1831591
580	904.961795
581	904.8297419
582	904.7061209
583	904.4873596
584	904.2816405
585	904.0848343
586	903.86898
587	903.5315365
588	903.3571326
589	903.0167003
590	902.6931041
591	902.4619631
592	902.253589
593	902.0438911
594	901.8670426
595	901.6302494
596	901.4070316
597	901.2201513
598	900.8484874
599	900.5597565
600	900.2908876
601	900.1734161
602	899.840944
603	899.5294358
604	899.2868374
605	898.9467221
606	898.5815192
607	898.185905
608	897.982936
609	897.7172725
610	897.4835188
611	897.3260297
612	897.1120082
613	896.7604978
614	896.508575
615	896.3441352
616	896.2066736
617	896.0636001
618	895.9097625
619	895.7758896
620	895.4374497
621	895.1446963
622	894.8636993
623	894.7145859
624	894.5742987
625	894.3776335
626	893.794493
627	893.6102836
628	893.5145317
629	893.3096898
630	893.0981242
631	892.6151114
632	892.3900263
633	892.0329764
634	891.93579
635	891.5189769
636	891.289369
637	891.2327416
638	890.9630033
639	890.9088318
640	890.6586328
641	890.4551074
642	890.2105234
643	889.9980771
644	889.6865787
645	889.4975158
646	889.3674973
647	889.1801879
648	888.8954482
649	888.5144606
650	888.3963749
651	888.1658127
652	887.9373624
653	887.7280399
654	887.5142693
655	887.4116212
656	887.1669128
657	887.0411908
658	886.7517726
659	886.5362074
660	886.3750532
661	886.2141658
662	885.9435636
663	885.7005231
664	885.5063704
665	885.33384
666	885.1483215
667	884.8868164
668	884.7026248
669	884.5076041
670	884.0996249
671	883.8117498
672	883.6358703
673	883.4061554
674	883.1778802
675	882.9620222
676	882.7739241
677	882.5024624
678	882.2938268
679	881.9521108
680	881.7143402
681	881.4942837
682	881.2286651
683	880.9673302
684	880.7482677
685	880.6331983
686	880.4111701
687	880.2459197
688	879.948285
689	879.7218716
690	879.5040638
691	879.2271199
692	879.0296906
693	878.8302977
694	878.6574797
695	878.5379195
696	878.3161145
697	878.1625859
698	877.7949209
699	877.5803163
700	877.3864919
701	877.2984677
702	877.0366871
703	876.6653283
704	876.3485328
705	876.2526064
706	876.032458
707	875.8828036
708	875.6979119
709	875.54277
710	875.4667825
711	875.0813378
712	874.8551896
713	874.5741204
714	874.3798139
715	874.0853607
716	873.9481866
717	873.6826338
718	873.4617556
719	873.2997285
720	872.9778585
721	872.8569596
722	872.8016276
723	872.5679247
724	872.3380806
725	872.1032983
726	871.8789046
727	871.7175422
728	871.4781974
729	871.3160142
730	870.9505596
731	870.6283056
732	870.4274491
733	870.1906769
734	870.0509144
735	869.9034919
736	869.6973318
737	869.3168826
738	869.0795979
739	868.8571781
740	868.6712553
741	868.4644546
742	868.3300343
743	868.1815136
744	867.9647039
745	867.8888024
746	867.5960463
747	867.5001345
748	867.3414732
749	867.1551776
750	866.9468211
751	866.6124801
752	866.3578176
753	866.2588291
754	866.0089323
755	865.8212548
756	865.5948026
757	865.5091518
758	865.1812063
759	865.0425711
760	864.9118423
761	864.7776202
762	864.5211622
763	864.2768275
764	864.1469395
765	863.8839401
766	863.7752462
767	863.4927535
768	863.1978876
769	862.9421112
770	862.5354226
771	862.3681898
772	862.071451
773	861.9116038
774	861.600588
775	861.2343062
776	861.1034943
777	860.9503756
778	860.8595547
779	860.6550643
780	860.4348114
781	860.2654272
782	860.114799
783	860.0010223
784	859.841531
785	859.6391634
786	859.3619293
787	859.2913068
788	859.0659155
789	858.779462
790	858.4818503
791	858.2488151
792	858.0848997
793	857.9317719
794	857.7273355
795	857.2762907
796	857.125053
797	856.9641411
798	856.7481028
799	856.5469979
800	856.4488983
801	856.1682234
802	856.0471707
803	855.9308564
804	855.5124272
805	855.2333821
806	855.0635147
807	854.8349491
808	854.7529226
809	854.6801405
810	854.422553
811	854.0385423
812	853.9180065
813	853.7924892
814	853.7200672
815	853.3697868
816	853.2116575
817	853.0858688
818	852.8716722
819	852.6304002
820	852.4722057
821	852.1110882
822	851.8141196
823	851.6567285
824	851.529057
825	851.2394976
826	851.1654838
827	850.9438122
828	850.6917616
829	850.4725484
830	850.2606983
831	850.0684217
832	849.8955766
833	849.6729419
834	849.5153386
835	849.2646017
836	849.097621
837	848.9439591
838	848.8374735
839	848.5786342
840	848.4752773
841	848.3392486
842	848.1030084
843	847.9485294
844	847.7407185
845	847.6001897
846	847.2931664
847	847.1706233
848	847.086041
849	846.7859314
850	846.5464069
851	846.4894562
852	846.2307408
853	845.9829781
854	845.7203172
855	845.5840824
856	845.4508318
857	845.2843987
858	845.1531924
859	844.8809066
860	844.6670501
861	844.21379
862	844.0788047
863	843.781462
864	843.4495861
865	843.3503886
866	843.1910211
867	843.0641303
868	842.8471582
869	842.6422644
870	842.3780452
871	842.2038866
872	841.9995298
873	841.8183678
874	841.5705655
875	841.3861994
876	841.1929509
877	841.0578604
878	840.8701798
879	840.626244
880	840.4488294
881	840.1462658
882	840.0336338
883	839.7698382
884	839.6730908
885	839.5142228
886	839.3493268
887	839.1580421
888	839.0717535
889	838.9088649
890	838.6485953
891	838.4594332
892	838.279707
893	838.1028341
894	838.0136167
895	837.8749367
896	837.7239582
897	837.5903614
898	837.3684153
899	837.1069632
900	836.8521091
901	836.7324643
902	836.5486679
903	836.4168734
904	836.2487538
905	836.0434855
906	835.7918289
907	835.5982391
908	835.3340566
909	835.065315
910	834.8302267
911	834.7726997
912	834.6703223
913	834.5408739
914	834.3255887
915	834.1133235
916	833.8478672
917	833.7653382
918	833.6448991
919	833.4543761
920	833.3296117
921	833.1304718
922	832.9731575
923	832.8394728
924	832.703148
925	832.4046329
926	832.1721285
927	832.081109
928	831.9632547
929	831.8273363
930	831.6899739
931	831.371059
932	831.2001829
933	831.0833764
934	830.8210502
935	830.5995767
936	830.4418517
937	830.2933868
938	830.0201455
939	829.6959421
940	829.5849073
941	829.4943237
942	829.1709721
943	829.0823507
944	828.8732743
945	828.7842929
946	828.6141788
947	828.4619513
948	828.3882477
949	828.3021852
950	828.0913263
951	827.8841895
952	827.7124859
953	827.5014538
954	827.2812771
955	827.045672
956	826.768964
957	826.6131416
958	826.4496683
959	826.2934318
960	826.0819133
961	825.8056957
962	825.6222062
963	825.3518055
964	825.1368725
965	825.0157528
966	824.8670676
967	824.7610075
968	824.6506116
969	824.4560951
970	824.2580289
971	824.1140275
972	823.9528012
973	823.8601898
974	823.6924595
975	823.5329608
976	823.3050962
977	823.1674214
978	822.8017083
979	822.5354644
980	822.4802154
981	822.2484834
982	822.0934807
983	821.9016869
984	821.7652629
985	821.6004444
986	821.3251622
987	821.1413831
988	820.8422709
989	820.6778226
990	820.5029525
991	820.3055578
992	820.2043103
993	819.9382325
994	819.7981529
995	819.6479398
996	819.3549132
997	819.1814571
998	818.9228443
999	818.8557197
